,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,PARKCODE
4168,1989,"58,478","47,583","63,844","52,367","55,213","42,573","60,472","41,571","45,275","39,463","36,633","46,485","589,957",BISC
4169,1988,"44,482","41,064","41,007","55,793","45,276","46,593","63,924","38,451","39,186","38,337","32,960","43,963","531,036",BISC
4170,1987,"50,378","49,714","54,307","58,247","55,346","59,204","63,423","70,386","50,528","33,514","23,074","39,847","607,968",BISC
4171,1986,"42,296","52,899","29,313","56,388","55,633","48,757","62,417","65,565","48,055","44,956","38,358","33,376","578,013",BISC
4172,1985,"29,720","38,576","45,180","31,041","27,010","51,590","45,832","62,631","28,401","32,555","34,975","33,410","460,921",BISC
4173,1984,"24,320","30,555","29,163","32,301","27,000","32,917","38,562","35,796","17,334","23,708","17,771","31,140","340,567",BISC
4174,1983,"33,905","22,953","25,847","25,100","43,194","24,855","41,397","31,134","25,408","53,027","21,299","20,963","369,082",BISC
4175,1982,"24,660","26,793","31,776","23,629","28,506","26,400","40,160","34,391","25,345","42,272","23,722","20,565","348,219",BISC
4176,1981,"15,537","19,828","22,080","25,652","35,701","23,785","33,116","25,406","21,930","43,507","20,575","18,385","305,502",BISC
4177,1980,"23,008","16,373","17,582","22,600","24,102","25,117","27,412","26,232","17,871","17,835","17,704","12,235","248,071",BISC
4178,1979,"10,216","13,979","17,010","19,773","23,505","19,107","22,740","21,110","10,129","13,936","13,029","18,404","202,938",BISC
4179,2023,"163,667","189,835","244,293","208,881","222,926","204,124","173,296","146,337","142,093","119,704","95,873","113,109","2,024,138",CANA
4180,2022,"151,584","187,363","242,357","203,907","223,204","204,447","233,352","190,068","159,502","169,750","91,349","65,192","2,122,075",CANA
4181,2021,"163,471","176,601","229,427","204,867","271,400","194,096","206,636","180,688","184,464","132,666","109,890","163,853","2,218,059",CANA
4182,2020,"83,344","83,748","92,736","5,550","6,065","106,883","112,898","93,577","173,768","134,756","128,413","141,212","1,162,950",CANA
4183,2019,"29,020","211,401","162,987","195,898","246,616","200,381","162,947","165,527","138,980","118,089","129,264","123,012","1,884,122",CANA
4184,2018,"112,023","196,655","125,562","180,827","227,620","178,216","189,285","145,902","89,187","71,536","76,885","64,157","1,657,855",CANA
4185,2017,"105,337","139,483","187,762","185,867","224,025","172,854","138,018","144,612","83,910","65,255","71,128","80,335","1,598,586",CANA
4186,2016,"102,061","136,845","181,932","181,404","221,608","172,855","216,437","143,200","95,843","38,994","65,361","73,404","1,629,944",CANA
4187,2015,"108,691","110,041","200,878","168,201","191,627","154,056","163,169","132,020","117,186","120,443","105,075","118,367","1,689,754",CANA
4188,2014,"78,888","109,284","145,992","147,126","158,837","140,445","153,317","136,649","99,216","111,776","74,673","95,022","1,451,225",CANA
4189,2013,"77,818","74,410","93,937","108,504","117,644","88,500","135,701","115,814","105,657","55,454","74,790","85,459","1,133,688",CANA
4190,2012,"78,227","73,131","124,938","99,567","99,665","87,417","122,087","67,007","83,904","63,485","42,492","52,510","994,430",CANA
4191,2011,"66,696","90,839","120,653","113,169","95,312","87,822","102,140","81,671","75,117","64,331","56,397","50,854","1,005,001",CANA
4192,2010,"65,346","62,771","95,096","99,036","107,297","95,760","102,992","83,546","78,408","71,015","57,618","47,214","966,099",CANA
4193,2009,"83,773","88,393","106,253","122,118","91,919","82,347","92,555","85,049","75,102","71,789","51,861","50,506","1,001,665",CANA
4194,2008,"65,037","83,624","111,783","102,357","95,192","92,433","100,943","77,909","68,745","62,543","54,792","79,095","994,453",CANA
4195,2007,"77,509","77,695","127,895","103,314","102,767","102,705","108,644","85,802","74,742","58,724","60,396","58,256","1,038,449",CANA
4196,2006,"78,414","74,469","125,546","99,336","87,212","89,307","97,805","74,501","77,091","78,677","61,548","61,496","1,005,402",CANA
4197,2005,"77,045","78,327","111,066","108,435","117,635","87,741","99,089","83,291","68,598","58,307","65,130","52,782","1,007,446",CANA
4198,2004,"77,784","82,597","135,804","115,686","89,861","104,001","116,135","76,601","51,498","82,835","65,931","51,478","1,050,211",CANA
4199,2003,"61,435","69,938","111,528","111,831","124,190","91,608","108,617","89,693","77,250","74,438","70,161","55,209","1,045,898",CANA
4200,2002,"61,325","62,622","131,183","87,984","156,881","129,285","101,075","88,571","87,852","69,239","50,292","49,438","1,075,747",CANA
4201,2001,"100,914","101,636","120,044","123,594","110,804","117,048","121,646","83,189","48,774","56,045","34,305","44,963","1,062,962",CANA
4202,2000,"68,705","81,629","118,780","89,145","69,728","150,768","145,763","81,761","95,061","65,273","76,425","72,307","1,115,345",CANA
4203,1999,"63,902","70,186","97,484","91,116","85,796","68,685","80,879","75,323","43,857","40,427","67,305","61,552","846,512",CANA
4204,1998,"52,425","48,279","74,375","59,832","68,687","69,552","60,269","59,771","52,353","42,818","59,091","55,849","703,301",CANA
